SALE TYPE,SOLD DATE,ADDRESS,CITY,STATE,ZIP CODE,PRICE,BEDS,BATHS,SQUARE FEET,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,STATUS,MLS#
MLS Listing,,730 Coral Way Ph -302,Coral Gables,FL,33134,719000,3,3,2010,1986,8,358,Active,A10611465
PAST SALE,2017,2301 Collins Ave #1239,Miami Beach,FL,33139,720000,1,1.5,960,1926,603,750,Sold,A10196650
PAST SALE,2016,199 Ocean Lane Dr #913,Key Biscayne,FL,33149,720000,2,2,1260,1974,998,571,Sold,A2187758
PAST SALE,2018,2900 NE 7th Ave #405,Miami,FL,33137,720000,2,3,1337,2017,246,539,Sold,A10437610
PAST SALE,2017,1425 Bird Rd,Coral Gables,FL,33146,720000,3,2,1764,1954,578,408,Sold,A10214579
PAST SALE,2016,4391 Collins Ave #803,Miami Beach,FL,33140,720000,0,1,544,2008,998,1324,Sold,A10055716
MLS Listing,,410 NE 94th St,Miami Shores,FL,33138,724500,4,3,2305,1950,2,314,Active,A10616094
MLS Listing,,200 Ocean Lane Dr #304,Key Biscayne,FL,33149,725000,1,1,950,1961,13,763,Active,A10607759
MLS Listing,,488 NE 18th St #1017,Miami,FL,33132,725000,2,2.5,1441,2018,1,503,Active,A10616942
MLS Listing,,2001 Meridian Ave #411,Miami Beach,FL,33139,725000,2,2.5,1450,2005,1,500,Active,A10616872
PAST SALE,2016,11 Island Ave #1910,Miami Beach,FL,33139,725000,2,2,1484,1972,802,489,Sold,A10177250
MLS Listing,,1627 Brickell Ave #2004,Miami,FL,33129,725000,3,2.5,1732,1983,293,419,Active,A10457785
MLS Listing,,630 N Shore Dr,Miami Beach,FL,33141,725000,4,2,2214,1951,5,327,Active,RX-10502145
PAST SALE,2016,161 Crandon Blvd #422,Key Biscayne,FL,33149,728500,2,2,1720,1981,897,424,Sold,A10073716
MLS Listing,,2301 Collins Ave #515,Miami Beach,FL,33139,729000,1,1,880,1926,11,828,Active,A10597929
MLS Listing,,161 Crandon Blvd #314,Key Biscayne,FL,33149,729000,2,2,1720,1981,158,424,Active,A10534427
MLS Listing,,350 Grapetree Dr #416,Key Biscayne,FL,33149,729000,2,2.5,1404,1975,253,519,Active,A10480416
MLS Listing,,141 Crandon Blvd #138,Key Biscayne,FL,33149,729000,3,2,1720,1981,32,424,Active,A10598359
PAST SALE,2018,455 Grand Bay Dr #212,Key Biscayne,FL,33149,732000,1,1,849,2001,382,862,Sold,A10224754
MLS Listing,,1121 Crandon Blvd Unit D1203,Key Biscayne,FL,33149,735000,2,2,1409,1971,14,522,Active,A10608316
MLS Listing,,1111 Crandon Blvd Unit B703,Key Biscayne,FL,33149,735000,2,2,1409,1972,21,522,Active,A10604452
MLS Listing,,121 Crandon Blvd #254,Key Biscayne,FL,33149,735000,2,2,1600,1981,43,459,Active,A10591875
PAST SALE,2018,177 Ocean Ln #1009,Key Biscayne,FL,33149,735000,2,2,1260,1971,215,583,Sold,A10451983
MLS Listing,,2900 NE 7th Ave #2106,Miami,FL,33137,735000,2,2,912,2017,14,806,Active,A10607182
PAST SALE,2017,229 SW 19th Rd,Miami,FL,33129,735000,4,3,2300,1925,434,320,Sold,A10248485
MLS Listing,,4291 SW 9th Ter,Miami,FL,33134,735000,10,4,3794,1956,11,194,Active,A10611286
MLS Listing,,2843 S Bayshore Dr Unit 14B,Miami,FL,33133,738000,2,2,1375,1982,17,537,Active,A10601586
PAST SALE,2016,50 Biscayne Blvd #1402,Miami,FL,33132,739000,3,2,1789,2007,1005,413,Sold,A10007972
MLS Listing,,2101 Brickell Ave #2306,Miami,FL,33129,740000,2,2,1367,2004,6,541,Active,A10611626
MLS Listing,,1600 SW 1 Ave Unit TH4,Miami,FL,33129,740000,2,3,1488,2016,59,497,Active,A10586315
MLS Listing,,230 NE 101st St,Miami Shores,FL,33138,740000,3,2,1650,1942,18,448,Active,A10606774
MLS Listing,,2843 S Bayshore Dr Unit 8C,Miami,FL,33133,745000,2,2,1388,1982,15,537,Active,A10607867
MLS Listing,,2812 SW 4th Ave,Miami,FL,33129,745000,3,2,2200,1938,95,339,Active,A10568841
PAST SALE,2017,50 Ocean Lane Dr Ph 603,Key Biscayne,FL,33149,745500,3,2,1730,1991,767,431,Sold,A10169616
MLS Listing,,411 SW 22nd Rd,Miami,FL,33129,748000,3,2,1926,1926,115,388,Active,A10557211
PAST SALE,2018,181 Crandon Blvd #105,Key Biscayne,FL,33149,748000,3,2,1720,1981,181,435,Sold,A10478945
PAST SALE,2016,1541 Brickell Ave #3505,Miami,FL,33129,749000,2,2,1697,1981,916,441,Sold,A10001431
MLS Listing,,1121 Crandon Blvd Unit E106,Key Biscayne,FL,33149,749000,2,2,1409,1971,172,532,Active,A10526524
MLS Listing,,920 NE 73rd St,Miami,FL,33138,749000,2,2.5,1926,1940,15,389,Active,A10607749
MLS Listing,,100 Lincoln Rd #1128,Miami Beach,FL,33139,750000,0,1,550,1965,1,1364,Active,A10617345
MLS Listing,,200 Ocean Lane Dr #904,Key Biscayne,FL,33149,750000,1,1,950,1961,83,789,Active,A10571763
MLS Listing,,1451 Brickell Ave #2502,Miami,FL,33131,750000,1,1.5,777,2017,7,965,Active,A10613384
MLS Listing,,199 Ocean Lane Dr #806,Key Biscayne,FL,33149,750000,2,2,1260,1974,67,595,Active,A10582770
PAST SALE,2016,177 Ocean Lane Dr #604,Key Biscayne,FL,33149,750000,2,2,1260,1971,799,595,Sold,A10132953
MLS Listing,,1625 Bay Dr,Miami Beach,FL,33141,750000,2,1,1294,1940,1,580,Active,A10617666
MLS Listing,,1900 Sunset Harbour Dr #2015,Miami Beach,FL,33139,750000,2,2,1060,1997,6,708,Active,A10613957
MLS Listing,,245 Michigan Ave Unit LP-8,Miami Beach,FL,33139,750000,2,2,1444,2004,6,519,Active,A10613818
MLS Listing,,3 Island Ave Unit 9D,Miami Beach,FL,33139,750000,2,2,1344,1962,7,558,Active,A10612988
PAST SALE,2017,110 Washington Ave #1305,Miami Beach,FL,33139,750000,2,2,1010,2004,470,743,Sold,A10296602
PAST SALE,2017,11 Island Ave #611,Miami Beach,FL,33139,750000,2,2.5,1917,1972,525,391,Sold,A10238539
PAST SALE,2017,1900 Sunset Harbour Dr #2101,Miami Beach,FL,33139,750000,2,2,1060,1997,741,708,Sold,A10220941
MLS Listing,,110 SW 25th Rd,Miami,FL,33129,750000,3,2,2098,1948,122,357,Active,A10553695
PAST SALE,2016,611 SW 29 Rd,Miami,FL,33129,750000,3,2,2352,1939,1082,319,Sold,A2211695
MLS Listing,,9500 NE 6th Ave,Miami Shores,FL,33138,750000,3,2.5,1815,1949,2,413,Active,A10616013
PAST SALE,2017,1739 SW 12th Ave,Miami,FL,33129,750000,4,2,2067,1936,475,363,Sold,A10254957
PAST SALE,2016,90 NE 46 St,Miami,FL,33137,752500,3,3,2693,1958,1082,279,Sold,A2212718
PAST SALE,2017,2401 Anderson Rd #13,Coral Gables,FL,33134,755000,3,2.5,1775,2002,440,425,Sold,A10294083
MLS Listing,,1300 Daytonia Rd,Miami Beach,FL,33141,757500,3,2,1665,1950,10,455,Active,A10611503
MLS Listing,,1627 Brickell Ave #1501,Miami,FL,33129,759000,3,2.5,1792,1983,377,424,Active,A10409080
MLS Listing,,811 Trascoro Ave,Coral Gables,FL,33134,759000,4,5,3000,1954,181,253,Active,A10520064
MLS Listing,,23 NE 46th St,Miami,FL,33137,759000,4,3,1968,1924,5,386,Active,A10614629
MLS Listing,,7504 Hispanola Ave,North Bay Village,FL,33141,759500,3,3,2427,1950,12,313,Active,A10610336
MLS Listing,,1541 Brickell Ave Unit B3403,Miami,FL,33129,760000,2,2,1640,1981,3,463,Active,A10615461
PAST SALE,2016,170 Ocean Lane Dr #912,Key Biscayne,FL,33149,760000,2,2,1435,1981,854,530,Sold,A10085923
MLS Listing,,2 Grove Isle Dr Unit B1005,Miami,FL,33133,760000,2,2,1882,1980,8,404,Active,A10612402
PAST SALE,2018,2555 Collins Ave #1701,Miami Beach,FL,33140,760000,2,2,1005,1982,349,756,Sold,A10419101
PAST SALE,2016,3660 Justison Rd,Coconut Grove,FL,33133,765000,2,2,1878,1955,1000,407,Sold,A10025405
PAST SALE,2018,,Miami,FL,33129,765000,3,3.5,1321,2016,208,579,Sold,A10432976
PAST SALE,2016,,Miami,FL,33129,765000,4,3,2519,1950,953,304,Sold,A10053093
MLS Listing,,4222 SW 15th St,Miami,FL,33134,767000,3,3.5,2255,1935,20,340,Active,A10605646
MLS Listing,,435 SW 19 Rd,Miami,FL,33129,768000,4,3,2648,1938,6,290,Active,A10612765
MLS Listing,,2127 Brickell Ave #705,Miami,FL,33129,769000,2,2,1700,1993,27,452,Active,A10597847
MLS Listing,,,Key Biscayne,FL,33149,770000,2,2,1546,1979,141,498,Active,A10543039
MLS Listing,,245 Fairway Dr,Miami Beach,FL,33141,770000,3,2.5,1866,1953,7,413,Active,A10613016
MLS Listing,,495 E Brickell Ave #4704,Miami,FL,33131,772500,2,2,1500,2009,6,515,Active,A10614215
MLS Listing,,1541 Brickell Ave Unit A2801,Miami,FL,33129,775000,2,2,1697,1981,35,457,Active,A10595021
MLS Listing,,121 Crandon Blvd #249,Key Biscayne,FL,33149,775000,2,2,1790,1983,168,433,Active,A10528787
PAST SALE,2016,55 Ocean Lane Dr #3035,Key Biscayne,FL,33149,775000,3,2,1734,1982,1035,447,Sold,A10024149
PAST SALE,2017,4724 NE 1st Ave,Miami,FL,33137,775000,4,4,2443,1924,714,317,Sold,A10184198
MLS Listing,,506 Almeria Ave,Coral Gables,FL,33134,779000,3,2,1777,1941,11,438,Active,A10608979
PAST SALE,2017,151 Crandon Blvd #635,Key Biscayne,FL,33149,780000,2,2,1547,1980,572,504,Sold,A10255054
MLS Listing,,900 Biscayne Blvd #2609,Miami,FL,33132,780000,2,3,1579,2008,5,494,Active,A10614514
MLS Listing,,3711 Battersea Rd,Coconut Grove,FL,33133,780000,2,2,1580,1957,8,494,Active,A10612267
MLS Listing,,521 SW 23rd Rd,Miami,FL,33129,780000,3,2,1612,1941,27,484,Active,F10158019
MLS Listing,,1805 Ponce De Leon Blvd #910,Coral Gables,FL,33134,780000,3,2.5,1702,2008,14,458,Active,A10606116
PAST SALE,2016,151 Crandon Blvd #131,Key Biscayne,FL,33149,785000,2,2,1547,1980,950,507,Sold,A10029193
PAST SALE,2017,151 Crandon Blvd #300,Key Biscayne,FL,33149,785000,2,2,1469,1980,592,534,Sold,A10201308
PAST SALE,2016,151 Crandon Blvd #739,Key Biscayne,FL,33149,785000,2,2,1547,1980,981,507,Sold,A2191513
MLS Listing,,6301 Collins Ave #2106,Miami Beach,FL,33141,785000,2,2,1220,1997,8,643,Active,A10609302
PAST SALE,2017,110 Washington Ave #1821,Miami Beach,FL,33139,785000,2,2,1196,2004,607,656,Sold,A10227599
MLS Listing,,600 NE 27th St #1101,Miami,FL,33137,785000,3,3,1725,2015,15,455,Active,A10607492
PAST SALE,2016,,Miami,FL,33149,786500,2,2,1670,1974,1034,471,Sold,A10032512
MLS Listing,,110 Washington Ave #1714,Miami Beach,FL,33139,789000,2,2.5,1247,2004,4,633,Active,A10611347
MLS Listing,,645 Minorca Ave,Coral Gables,FL,33134,789000,3,3,2182,1926,18,362,Active,A10607039
PAST SALE,2017,73 SW 19th Rd,Miami,FL,33129,790000,3,2,1383,1938,424,571,Sold,A10387452
PAST SALE,2017,55 Ocean Lane Dr #1022,Key Biscayne,FL,33149,790000,3,2,1734,1982,713,456,Sold,A10180493
PAST SALE,2016,50 Biscayne Blvd #4102,Miami,FL,33132,790000,3,2,1789,2007,1068,442,Sold,A2208763
PAST SALE,2017,1111 Crandon Blvd Unit B505,Key Biscayne,FL,33149,795000,2,2,1409,1972,694,564,Sold,A10102050
MLS Listing,,421 NE 52,Miami,FL,33137,795000,3,2.5,1650,1940,1,482,Active,A10616592
MLS Listing,,2025 Brickell Ave #706,Miami,FL,33129,798000,2,2.5,1666,1982,68,479,Active,A10580972
MLS Listing,,1600 SW 1st Ave #801,Miami,FL,33129,798000,3,3,1352,2016,351,590,Active,A10423366
MLS Listing,,2437 SW 25th Ter,Miami,FL,33133,798000,3,3,2000,1925,8,399,Active,A10611942
MLS Listing,,2333 Brickell #601,Miami,FL,33129,799000,2,2,1760,1974,69,454,Active,A10578504
MLS Listing,,1111 Crandon Blvd Unit A805,Key Biscayne,FL,33149,799000,2,2,1409,1972,1,567,Active,A10616427
MLS Listing,,1121 Crandon Blvd Blvd Unit D106,Key Biscayne,FL,33149,799000,2,2,1409,1971,19,567,Active,A10606194
MLS Listing,,151 Crandon Blvd #835,Key Biscayne,FL,33149,799000,2,2,1547,1980,33,516,Active,A10597404
MLS Listing,,1111 Crandon Blvd Unit B503,Key Biscayne,FL,33149,799000,2,2,1409,1972,97,567,Active,A10568108
MLS Listing,,2669 S Bayshore Dr Unit 804-N,Coconut Grove,FL,33133,799000,2,2.5,1105,2016,5,723,Active,A10613600
MLS Listing,,5225 Collins Ave #801,Miami Beach,FL,33140,799000,2,2,1200,1962,5,666,Active,A10614781
MLS Listing,,342 SW 29th Rd,Miami,FL,33129,799999,5,3,2010,1938,17,398,Active,A10607207
PAST SALE,2016,455 Grand Bay Dr #203,Key Biscayne,FL,33149,800000,1,1,849,2001,1054,942,Sold,A2068906
PAST SALE,2016,1121 Crandon Blvd Unit D604,Key Biscayne,FL,33149,800000,2,2,1409,1971,868,568,Sold,A10133775
PAST SALE,2016,177 Ocean Lane Dr #607,Key Biscayne,FL,33149,800000,2,2,1260,1971,977,635,Sold,A10033578
MLS Listing,,3067 Gifford Ln,Miami,FL,33133,800000,3,2.5,2221,2007,8,360,Active,A10612348
PAST SALE,2016,721 Biltmore Way #601,Coral Gables,FL,33134,800000,3,3,2270,1990,883,352,Sold,A10121118
MLS Listing,,6700 Indian Creek Dr #1002,Miami Beach,FL,33141,800000,3,2.5,1230,2013,6,650,Active,A10614274
PAST SALE,2016,3516 Solana Rd,Coconut Grove,FL,33133,804000,3,3.5,2584,1940,816,311,Sold,A2088216
PAST SALE,2017,265 Grapetree Dr #109,Key Biscayne,FL,33149,808000,3,2.5,1404,1974,655,575,Sold,A10193943
PAST SALE,2016,,Key Biscayne,FL,33149,810000,2,2.5,1340,1977,1044,604,Sold,A10037943
PAST SALE,2018,1111 Crandon Blvd Unit C203,Key Biscayne,FL,33149,814000,3,2.5,2228,1972,196,365,Sold,A10362921
MLS Listing,,3401 NE 1st #2104,Miami,FL,33137,815000,2,2,1210,2018,10,674,Active,A10611365
MLS Listing,,117 NE 95th St,Miami Shores,FL,33138,815000,4,3,2521,1938,18,323,Active,A10606806
MLS Listing,,2101 Brickell Ave #3103,Miami,FL,33129,820000,2,2,1188,2004,721,690,Active,A10228278
PAST SALE,2016,720 NE 69th St Unit 18W,Miami,FL,33138,820000,2,3.5,1870,1972,1065,439,Sold,A10013200
PAST SALE,2017,11 Island Ave #911,Miami Beach,FL,33139,820000,2,2.5,1917,1972,413,428,Sold,A10356678
PAST SALE,2018,801 N Venetian Dr #901,Miami,FL,33139,820000,2,2.5,1440,1981,280,569,Sold,A10351653
MLS Listing,,2101 Brickell Ave #3105,Miami,FL,33129,820000,3,3,1762,2004,25,465,Active,A10601884
PAST SALE,2016,1627 Brickell Ave #707,Miami,FL,33129,820000,3,2.5,1792,1983,922,458,Sold,A2183956
MLS Listing,,1541 Brickell Ave Unit T104,Miami,FL,33129,825000,2,2.5,1510,1981,231,546,Active,A10492115
MLS Listing,,151 Crandon Blvd #836,Key Biscayne,FL,33149,825000,2,2,1532,1980,14,539,Active,A10608797
MLS Listing,,151 Crandon Blvd #737,Key Biscayne,FL,33149,825000,2,2,1532,1980,89,539,Active,A10572497
MLS Listing,,2333 Brickell Ave #2312,Miami,FL,33129,825000,3,4,2800,1974,368,295,Active,A10415761
PAST SALE,2017,1915 Brickell Ave Unit TH13,Miami,FL,33129,825000,3,2.5,1839,1980,649,449,Sold,A10208902
MLS Listing,,501 NE 31 St #3301,Miami,FL,33137,825000,3,2,1259,2018,13,655,Active,A10609714
MLS Listing,,3500 Crystal View Ct,Coconut Grove,FL,33133,825000,3,2,1590,1958,20,519,Active,A10605258
PAST SALE,2017,625 Biltmore Way Unit PHA,Coral Gables,FL,33134,825000,3,2,1642,1969,466,502,Sold,A10227375
MLS Listing,,,Miami,FL,33129,825000,4,4,1981,1950,112,416,Active,A10553548
MLS Listing,,2127 Brickell Ave #605,Miami,FL,33129,830000,2,2,1700,1993,4,488,Active,A10614590
PAST SALE,2017,101 Crandon Blvd #179,Key Biscayne,FL,33149,830000,3,2,1720,1981,616,483,Sold,A10170604
PAST SALE,2018,600 Grapetree Dr Unit 5GS,Key Biscayne,FL,33149,835000,2,2,1760,1974,176,474,Sold,A10328681
MLS Listing,,161 Crandon Blvd #312,Key Biscayne,FL,33149,835000,3,2,1715,1981,25,487,Active,A10602172
MLS Listing,,1581 Brickell Ave #1802,Miami,FL,33129,840000,2,2,1795,1982,82,468,Active,A10570009
PAST SALE,2017,2655 Collins Ave #911,Miami Beach,FL,33140,840000,2,2,1645,1975,762,511,Sold,A10099923
MLS Listing,,2451 Brickell Ave Unit 19E,Miami,FL,33129,840000,3,3,2189,1963,12,384,Active,A10609529
PAST SALE,2016,369 SW 19th Rd,Miami,FL,33129,842500,4,2,3268,1937,959,258,Sold,A10081693
PAST SALE,2017,151 Crandon Blvd #107,Key Biscayne,FL,33149,845000,2,2,1486,1980,687,569,Sold,A10064465
MLS Listing,,845 SW 24th Rd,Miami,FL,33129,845000,3,2,2250,1942,139,376,Active,A10543987
MLS Listing,,6901 Edgewater Dr #319,Coral Gables,FL,33133,849000,2,2.5,2010,1971,8,422,Active,A10612409
MLS Listing,,1627 Brickell Ave #1601,Miami,FL,33129,849000,3,2.5,1792,1983,181,474,Active,A10520999
MLS Listing,,141 Crandon Blvd #135,Key Biscayne,FL,33149,849000,3,3,1790,1981,312,474,Active,A10447230
MLS Listing,,211 SW 29th Rd,Miami,FL,33129,849000,4,3.5,2194,2003,73,387,Active,A10579215
MLS Listing,,1541 Brickell Ave Unit A3702,Miami,FL,33129,849900,2,2,1640,1981,33,518,Active,A10589155
MLS Listing,,,Miami,FL,33129,849900,3,3.5,1566,2016,283,543,Active,A10464196
MLS Listing,,1541 Brickell Ave Unit C2205,Miami,FL,33129,850000,2,2,1697,1981,60,501,Active,A10585291
MLS Listing,,1541 Brickell Ave Unit T110,Miami,FL,33129,850000,2,2.5,1510,1981,95,563,Active,A10568026
MLS Listing,,1581 Brickell Ave #205,Miami,FL,33129,850000,2,3,1895,1982,355,449,Active,A10415573
PAST SALE,2017,1581 Brickell Ave #1403,Miami,FL,33129,850000,2,2,2005,1982,524,424,Sold,A10187476
PAST SALE,2016,155 Ocean Lane Dr #1005,Key Biscayne,FL,33149,850000,2,2,1260,1973,844,675,Sold,A10018944
PAST SALE,2017,455 Grand Bay Dr Unit 815-16,Key Biscayne,FL,33149,850000,2,2,784,2001,440,1084,Sold,A10076630
PAST SALE,2017,,Key Biscayne,FL,33149,850000,2,2,1350,1973,509,630,Sold,A10109262
MLS Listing,,1010 Brickell Ave #3403,Miami,FL,33131,850000,2,3,1283,2017,6,663,Active,A10614153
MLS Listing,,1408 Brickell Bay Dr #1208,Miami,FL,33131,850000,2,2.5,1574,1964,12,540,Active,A10596018
PAST SALE,2017,141 Crandon Blvd #237,Key Biscayne,FL,33149,850000,3,2,1870,1981,727,455,Sold,A10155049
MLS Listing,,3590 Plaza St,Miami,FL,33133,850000,3,1,900,1958,12,944,Active,A10610169
PAST SALE,2016,420 SW 27th Rd,Miami,FL,33129,850000,4,3,2427,1939,819,350,Sold,A10137710
MLS Listing,,331 SW 23rd Rd,Miami,FL,33129,850000,5,3,4064,1972,1,209,Active,A10616468
MLS Listing,,5875 Collins Ave #1805,Miami Beach,FL,33140,855000,2,2.5,1097,2008,5,779,Active,A10614933
MLS Listing,,1581 Brickell Ave #1603,Miami,FL,33129,858500,2,3,2050,1982,366,419,Active,A10417196
MLS Listing,,177 Ocean Lane Dr #713,Key Biscayne,FL,33149,859000,2,2,1260,1971,120,682,Active,A10552465
MLS Listing,,8550 Arboretum Ln,Miami,FL,33138,859480,4,3,2940,2017,18,292,Active,A10606020
MLS Listing,,235 E Enid Dr #47,Key Biscayne,FL,33149,863000,2,2.5,1460,1980,175,591,Active,A10524831
PAST SALE,2018,1900 SW 2nd Ave,Miami,FL,33129,863450,4,3,2610,1956,199,331,Sold,A10481086
PAST SALE,2018,881 Ocean Dr Unit 5E,Key Biscayne,FL,33149,865000,2,2,1875,1971,54,461,Sold,A10480652
PAST SALE,2016,251 Crandon Blvd #833,Key Biscayne,FL,33149,865000,2,2,1532,1979,1072,565,Sold,A2204811
PAST SALE,2018,221 E Enid Dr #41,Key Biscayne,FL,33149,865000,2,2.5,1460,1980,256,592,Sold,A10424129
PAST SALE,2018,141 Crandon Blvd #241,Key Biscayne,FL,33149,865000,3,2,1715,1981,131,504,Sold,A10388649
MLS Listing,,,Miami,FL,33129,868000,2,2,1700,1993,47,511,Active,A10590299
MLS Listing,,1040 Biscayne Blvd #2402,Miami,FL,33132,868000,2,2.5,1802,2007,18,482,Active,A10605817
MLS Listing,,2601 SW 2nd Ave,Miami,FL,33129,870000,6,5,3005,1938,140,290,Active,A10543385
MLS Listing,,151 Crandon Blvd #206,Key Biscayne,FL,33149,875000,2,2,1547,1980,67,566,Active,A10576488
MLS Listing,,600 Grapetree Dr Unit 3DS,Key Biscayne,FL,33149,875000,3,2,1889,1974,1,463,Active,A10616372
MLS Listing,,161 Crandon Blvd #313,Key Biscayne,FL,33149,875000,3,2,1790,1981,91,489,Active,A10568861
MLS Listing,,480 NE 31st St #2602,Miami,FL,33137,879000,1,2,1062,2019,11,828,Active,A10611209
MLS Listing,,1581 Brickell Ave Unit T207,Miami,FL,33129,880000,2,2.5,1759,1982,196,500,Active,A10507832
MLS Listing,,2101 Brickell Ave #3405,Miami,FL,33129,880000,3,3,1762,2004,507,499,Active,A10344048
MLS Listing,,1025 NE 91st Ter,Miami Shores,FL,33138,880000,3,3,2067,1959,5,426,Active,RX-10502309
MLS Listing,,450 Grapetree Dr #305,Key Biscayne,FL,33149,890000,2,2.5,1404,1974,122,634,Active,A10554199
MLS Listing,,2889 Mcfarlane Rd Unit 1803-5,Miami,FL,33133,890000,3,3,1183,2001,7,752,Active,A10613110
MLS Listing,,177 Ocean Lane Dr #512,Key Biscayne,FL,33149,893000,2,2,1260,1971,119,709,Active,A10556078
MLS Listing,,1121 Crandon Blvd Unit D503,Key Biscayne,FL,33149,895000,2,2,1409,1971,27,635,Active,A10601689
MLS Listing,,181 Crandon Blvd #205,Key Biscayne,FL,33149,895000,3,2,1720,1981,48,520,Active,A10590559
MLS Listing,,298 NE 91st St,Miami Shores,FL,33138,895000,3,3,3977,1988,10,225,Active,A10611523
MLS Listing,,198 W Sunrise Ave,Coral Gables,FL,33133,895000,3,2.5,2004,1958,14,447,Active,F10160253
MLS Listing,,151 Crandon Blvd #1022,Key Biscayne,FL,33149,898000,2,2,1547,1980,160,580,Active,A10532817
MLS Listing,,1581 Brickell Ave #1404,Miami,FL,33129,899000,2,2,2121,1982,104,424,Active,A10563286
MLS Listing,,151 Crandon Blvd #1023,Key Biscayne,FL,33149,899000,2,2,1778,1980,131,506,Active,A10549057
MLS Listing,,1121 Crandon Blvd Unit F603,Key Biscayne,FL,33149,899000,2,2,1597,1971,272,563,Active,A10470622
MLS Listing,,717 Crandon Blvd #507,Key Biscayne,FL,33149,899000,2,2,1450,1997,284,620,Active,A10463891
MLS Listing,,2843 S Bayshore Dr Unit 14E,Miami,FL,33133,899000,2,2,1200,1982,15,749,Active,A10608363
MLS Listing,,160 SW 28th Rd,Miami,FL,33129,899000,3,2,1644,1938,55,547,Active,A10588014
MLS Listing,,1541 Brickell Ave Unit A2101,Miami,FL,33129,899000,3,2,1697,1981,256,530,Active,A10478235
MLS Listing,,120 SW 22nd Rd,Miami,FL,33129,899000,3,2,2185,1966,291,411,Active,A10457990
MLS Listing,,201 SW 17th Rd #512,Miami,FL,33129,899000,3,3,1380,2016,364,651,Active,A10417616
MLS Listing,,441 Valencia Ave #1002,Coral Gables,FL,33134,899000,3,3,2224,1988,13,404,Active,A10608237
MLS Listing,,1581 Brickell Ave Ph -205,Miami,FL,33129,899900,3,2.5,1895,1982,73,475,Active,A10577085
MLS Listing,,6899 Collins Ave #1710,Miami Beach,FL,33141,899999,2,2,1280,2008,7,703,Active,A10613344
PAST SALE,2018,1111 Crandon Blvd Unit B1206,Key Biscayne,FL,33149,900000,2,2,1409,1972,288,639,Sold,A10396041
PAST SALE,2018,707 Crandon Blvd #407,Key Biscayne,FL,33149,900000,2,2,1450,1998,264,621,Sold,A10372918
MLS Listing,,1330 West Ave #3102,Miami Beach,FL,33139,900000,2,2,1262,2001,7,713,Active,A10613452
PAST SALE,2018,1915 Brickell Ave Unit TH17,Miami,FL,33129,905000,3,2.5,1837,1980,287,493,Sold,A10419201
MLS Listing,,181 Crandon Blvd #207,Key Biscayne,FL,33149,909000,3,3,1720,1981,313,528,Active,A10446943
MLS Listing,,181 Crandon Blvd #404,Key Biscayne,FL,33149,910000,2,2,1720,1981,286,529,Active,A10462129
PAST SALE,2017,155 Ocean Lane Dr #1115,Key Biscayne,FL,33149,910000,2,2,1350,1973,764,674,Sold,A10132395
PAST SALE,2016,1600 Michigan Ave #7,Miami Beach,FL,33139,915000,2,2,1128,2011,951,811,Sold,A2209684
PAST SALE,2016,4165 Poinciana Ave,Coconut Grove,FL,33133,920000,3,2,1750,1950,1026,526,Sold,A2196335
PAST SALE,2018,2301 Collins Ave #1226,Miami Beach,FL,33139,922000,2,2,1180,1926,308,781,Sold,A10449575
MLS Listing,,707 Crandon Blvd #307,Key Biscayne,FL,33149,925000,2,2,1450,1998,257,638,Active,A10477974
MLS Listing,,,Miami Beach,FL,33139,925000,2,2,1147,1997,1,806,Active,A10617162
MLS Listing,,200 Biscayne Boulevard Way #5211,Miami,FL,33131,925000,2,2.5,1237,2008,4,748,Active,A10613157
PAST SALE,2017,3037 SW 4 Ave,Miami,FL,33129,925000,3,4,2008,1937,752,461,Sold,RX-10265452
